@relation 6+6-weka.filters.unsupervised.instance.Resample-S1-Z66.0-no-replacement

@attribute status {canceled,order_refunded,complete,received,refund,Visa}
@attribute qty_ordered numeric
@attribute price numeric
@attribute value numeric
@attribute discount_amount numeric
@attribute total numeric
@attribute category {'Mobiles And Tablets',Computing,Appliances,'Men s Fashion','Home And Living','Women s Fashion',Entertainment,'Kids And Baby',Soghaat,'Health And Sports','Beauty And Grooming',Others,Superstore}
@attribute year numeric
@attribute month {20-Oct,20-Nov,20-Dec,21-Feb,21-Jun,21-Sep,21-Apr,21-Mar,21-Jul,21-Aug,21-Jan,21-May}
@attribute 'Name Prefix' {Prof.,Hon.,Ms.,Dr.,Mr.,Drs.,Mrs.}
@attribute Gender {M,F}
@attribute age numeric
@attribute full_name {'Eaker, Lee','Bayless, Grover','Bensen, Albertina','Galle, Drema','Dewald, Bernard','Raminez, Elizbeth','Blount, Lenny','Criss, Harrison','Henrich, Wallace','Grantham, Heidy','Barnaby, Buster','Wetherby, Dorene','Fabiano, Dreama','Puls, Sherron','Croom, Marge','Mayo, Lauran','Roach, Skye','Nicastro, Emile','Kenney, Pamella','Flanigan, Yong','Titus, Jani','Simoneau, Jason','Newsome, Sheryll','Brammer, Hilario','Dinapoli, Robbie','Murguia, Rachell','Waymire, Abe','Hopps, Romeo','Stough, Florentino','Coutee, Micah','Heyer, Darrin','Crawley, Antione','Fout, Lauren','Vuong, Gigi','Pugh, Ward','Colombo, Marvin','Olin, Hector','Cyphers, Horacio','Gendron, Daniell','Gass, Leon','Landaverde, Gavin','Vigue, Kelvin','Mattia, Arturo'}
@attribute 'Place Name' {Vinson,Graham,'Grand Forks',Laupahoehoe,Glendo,Farmington,Nashville,Warwick,Sarasota,Brownstown,'Mill Springs',Brighton,Phoenix,'Fort Smith',Drew,Snyder,Riverton,Huntington,Benton,'El Monte','Saint Louis',Linton,'Lake Charles',Newton,Baytown,'Ottawa Lake','San Francisco',Waltersburg,'Clifton Forge',Odin,Wisdom,Ogunquit,Ducor,'New Orleans',Bernalillo,'Des Moines',Gulliver,Utica,'Clarks Grove','East Texas',Inman,Voltaire,Brasstown}
@attribute County {Harmon,Bradford,'Grand Forks',Hawaii,Platte,Oconee,Davidson,Kent,Sarasota,Fayette,Wayne,Jersey,Maricopa,Sebastian,Sunflower,Dodge,Burlington,Cabell,Benton,'Los Angeles','St. Louis (city)',Emmons,Calcasieu,Newton,Harris,Monroe,'San Francisco','Clifton Forge',Watonwan,Beaverhead,York,Tulare,Orleans,Sandoval,Polk,Schoolcraft,Licking,Freeborn,Lehigh,Spartanburg,McHenry,Clay}
@attribute City {Vinson,Graham,'Grand Forks',Laupahoehoe,Glendo,Farmington,Nashville,Warwick,Sarasota,Brownstown,'Mill Springs',Brighton,Phoenix,'Fort Smith',Drew,Snyder,Riverton,Huntington,Benton,'El Monte','Saint Louis',Linton,'Lake Charles',Newton,Baytown,'Ottawa Lake','San Francisco',Waltersburg,'Clifton Forge',Odin,Wisdom,Ogunquit,Ducor,'New Orleans',Bernalillo,'Des Moines',Gulliver,Utica,'Clarks Grove','East Texas',Inman,Voltaire,Brasstown}
@attribute State {OK,FL,ND,HI,WY,GA,TN,RI,IL,KY,AZ,AR,MS,NE,NJ,WV,CA,MO,LA,TX,MI,PA,VA,MN,MT,ME,NM,IA,OH,SC,NC}
@attribute Zip numeric
@attribute Region {South,Midwest,West,Northeast}
@attribute Discount_Percent numeric
@attribute payment_method {Paypal,Visa}

@data
canceled,2,69.8,69.8,10.90455,58.89545,'Home And Living',2020,20-Dec,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,1239.9,1239.9,150,1089.9,'Mobiles And Tablets',2021,21-Mar,Mr.,M,64,'Blount, Lenny','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
complete,2,499.9,499.9,0,499.9,'Mobiles And Tablets',2020,20-Dec,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,15,Visa
canceled,2,2812.5,2812.5,0,2812.5,Entertainment,2020,20-Nov,Mr.,M,64,'Blount, Lenny',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,131,131,0,131,Appliances,2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,315,315,0,315,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622564,Paypal
order_refunded,2,99.9,99.9,0,99.9,'Mobiles And Tablets',2021,21-Aug,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,11,20,200,0,200,'Health And Sports',2021,21-Apr,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,10,Visa
canceled,2,445,445,0,445,Appliances,2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,140,140,14,126,'Women s Fashion',2020,20-Dec,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,4.195545,Visa
canceled,2,39.9,39.9,0,39.9,'Men s Fashion',2021,21-Jun,Ms.,F,71,'Raminez, Elizbeth',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,3,265,530,0,530,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622559,Paypal
complete,2,1260,1260,0,1260,'Mobiles And Tablets',2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
order_refunded,2,79.9,79.9,0,79.9,'Men s Fashion',2020,20-Oct,Mr.,M,42,'Pugh, Ward',Bernalillo,Sandoval,Bernalillo,NM,87004,West,0,Visa
order_refunded,2,59.9,59.9,0,59.9,'Men s Fashion',2021,21-Jun,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
complete,1,549.9,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
received,2,12.5,12.5,0,12.5,'Men s Fashion',2021,21-Feb,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
received,2,599.9,599.9,0,599.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
complete,2,29.9,29.9,0,29.9,'Men s Fashion',2020,20-Dec,Mr.,M,47,'Flanigan, Yong',Linton,Emmons,Linton,ND,58552,Midwest,0,Paypal
canceled,3,325,650,0,650,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0,Paypal
complete,2,94.9,94.9,0,94.9,'Men s Fashion',2020,20-Nov,Mr.,M,42,'Pugh, Ward','Des Moines',Polk,'Des Moines',IA,50315,Midwest,0,Visa
canceled,2,1690,1690,0,1690,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,8,Paypal
order_refunded,2,7,7,0,7,Superstore,2020,20-Oct,Mr.,M,64,'Blount, Lenny',Baytown,Harris,Baytown,TX,77522,South,0,Paypal
complete,1,1549.9,0,0,0,Entertainment,2020,20-Dec,Mr.,M,47,'Flanigan, Yong',Linton,Emmons,Linton,ND,58552,Midwest,0,Paypal
canceled,2,16,16,0,16,'Beauty And Grooming',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
canceled,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,9,182,1456,0,1456,Appliances,2021,21-Mar,Mr.,M,64,'Blount, Lenny','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,255.9,255.9,0,255.9,'Men s Fashion',2021,21-Jan,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,12.840895,Visa
refund,2,0,0,0,0,'Men s Fashion',2020,20-Oct,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
complete,2,24.9,24.9,2.49,22.41,'Men s Fashion',2020,20-Dec,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
received,2,64.9,64.9,0,64.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
order_refunded,2,15,15,0,15,'Mobiles And Tablets',2021,21-Sep,Ms.,F,54,'Roach, Skye',Ducor,Tulare,Ducor,CA,93218,West,15,Visa
order_refunded,2,22.5,22.5,0,22.5,Soghaat,2021,21-Jun,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
canceled,2,483.5,483.5,0,483.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
complete,2,1260,1260,0,1260,'Mobiles And Tablets',2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,8177,8177,1050,7127,'Mobiles And Tablets',2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Huntington,Cabell,Huntington,WV,25714,South,0,Visa
complete,11,199.9,1999,0,1999,Appliances,2020,20-Oct,Mr.,M,65,'Simoneau, Jason','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
refund,2,209,209,0,209,'Women s Fashion',2021,21-May,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
order_refunded,3,44,88,0,88,Superstore,2020,20-Oct,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
complete,3,81.5,163,0,163,Appliances,2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
received,2,2637.5,2637.5,0,2637.5,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,3,129.9,259.8,25.98,233.82,'Mobiles And Tablets',2020,20-Dec,Ms.,F,54,'Roach, Skye','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,125,125,12.5,112.5,'Women s Fashion',2020,20-Dec,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,4.195046,Visa
canceled,2,1099.9,1099.9,0,1099.9,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
received,21,89.9,1798,0,1798,'Men s Fashion',2020,20-Oct,Drs.,F,43,'Titus, Jani','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
order_refunded,2,244.5,244.5,0,244.5,'Mobiles And Tablets',2020,20-Oct,Ms.,F,44,'Gendron, Daniell',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,1894.6,1894.6,0,1894.6,'Mobiles And Tablets',2021,21-Jan,Mr.,M,52,'Nicastro, Emile','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,124.9,124.9,0,124.9,'Kids And Baby',2020,20-Oct,Drs.,F,45,'Grantham, Heidy',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
complete,4,21.3,63.9,0,63.9,Soghaat,2020,20-Oct,Drs.,F,45,'Grantham, Heidy',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
received,2,79.9,79.9,0,79.9,'Women s Fashion',2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
order_refunded,2,315.2,315.2,0,315.2,Computing,2020,20-Oct,Mrs.,F,75,'Newsome, Sheryll','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
received,2,69.9,69.9,0,69.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,16.142308,Paypal
refund,2,49.9,49.9,0,49.9,'Mobiles And Tablets',2021,21-May,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
canceled,2,49.9,49.9,0,49.9,'Men s Fashion',2020,20-Dec,Mr.,M,52,'Nicastro, Emile','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,55.9,55.9,0,55.9,'Home And Living',2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
canceled,2,27.9,27.9,4.185,23.715,Superstore,2020,20-Dec,Mr.,M,52,'Nicastro, Emile','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,1690,1690,0,1690,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,2,959.9,959.9,0,959.9,'Mobiles And Tablets',2020,20-Oct,Mr.,M,64,'Blount, Lenny',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,3,1369.8,2739.6,579.96,2159.64,'Mobiles And Tablets',2020,20-Dec,Ms.,F,54,'Roach, Skye',Snyder,Dodge,Snyder,NE,68664,Midwest,0,Visa
canceled,2,445,445,0,445,Appliances,2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,2,15,15,2.421,12.579,'Men s Fashion',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
canceled,2,69.9,69.9,0,69.9,'Men s Fashion',2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,2,19.9,19.9,0,19.9,'Mobiles And Tablets',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,0,Visa
complete,2,1108.2,1108.2,173.82,934.38,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,50.5,50.5,0,50.5,Superstore,2020,20-Oct,Dr.,M,32,'Gass, Leon',Brasstown,Clay,Brasstown,NC,28902,South,11.915301,Visa
canceled,2,274.9,274.9,0,274.9,'Men s Fashion',2021,21-Jun,Ms.,F,71,'Raminez, Elizbeth',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
received,2,175.9,175.9,0,175.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
complete,2,239,239,0,239,'Women s Fashion',2021,21-Mar,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
canceled,2,196,196,0,196,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Glendo,Platte,Glendo,WY,82213,West,0,Paypal
canceled,2,1999.5,1999.5,0,1999.5,Appliances,2020,20-Dec,Hon.,F,53,'Kenney, Pamella','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,1,99.9,0,0,0,'Men s Fashion',2021,21-Sep,Ms.,F,71,'Raminez, Elizbeth',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,124.9,124.9,20,104.9,'Men s Fashion',2021,21-Feb,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
complete,2,44.5,44.5,0,44.5,'Women s Fashion',2020,20-Oct,Hon.,F,53,'Kenney, Pamella',Brasstown,Clay,Brasstown,NC,28902,South,9.855453,Visa
